id,date_of_accident_gpt-5-mini,date_of_accident_grok-4-fast-non-reasoning,date_of_accident_DeepSeek-R1-0528,date_of_accident_final_value,date_of_accident_confidence,num_people_involved_gpt-5-mini,num_people_involved_grok-4-fast-non-reasoning,num_people_involved_DeepSeek-R1-0528,num_people_involved_final_value,num_people_involved_confidence,num_drivers_gpt-5-mini,num_drivers_grok-4-fast-non-reasoning,num_drivers_DeepSeek-R1-0528,num_drivers_final_value,num_drivers_confidence,driver_ages_gpt-5-mini,driver_ages_grok-4-fast-non-reasoning,driver_ages_DeepSeek-R1-0528,driver_ages_final_value,driver_ages_confidence,driver_genders_gpt-5-mini,driver_genders_grok-4-fast-non-reasoning,driver_genders_DeepSeek-R1-0528,driver_genders_final_value,driver_genders_confidence,injury_severities_gpt-5-mini,injury_severities_grok-4-fast-non-reasoning,injury_severities_DeepSeek-R1-0528,injury_severities_final_value,injury_severities_confidence,num_vehicles_involved_gpt-5-mini,num_vehicles_involved_grok-4-fast-non-reasoning,num_vehicles_involved_DeepSeek-R1-0528,num_vehicles_involved_final_value,num_vehicles_involved_confidence,vehicle_types_gpt-5-mini,vehicle_types_grok-4-fast-non-reasoning,vehicle_types_DeepSeek-R1-0528,vehicle_types_final_value,vehicle_types_confidence,road_conditions_gpt-5-mini,road_conditions_grok-4-fast-non-reasoning,road_conditions_DeepSeek-R1-0528,road_conditions_final_value,road_conditions_confidence,human_factors_gpt-5-mini,human_factors_grok-4-fast-non-reasoning,human_factors_DeepSeek-R1-0528,human_factors_final_value,human_factors_confidence,infrastructure_gpt-5-mini,infrastructure_grok-4-fast-non-reasoning,infrastructure_DeepSeek-R1-0528,infrastructure_final_value,infrastructure_confidence,road_name_gpt-5-mini,road_name_grok-4-fast-non-reasoning,road_name_DeepSeek-R1-0528,road_name_final_value,road_name_confidence,locality_gpt-5-mini,locality_grok-4-fast-non-reasoning,locality_DeepSeek-R1-0528,locality_final_value,locality_confidence
4208,,2024-12-07 17:00:00+00:00,,2024-12-07 17:00:00+00:00,0.33,1,1,2,1,0.67,1,2,2,2,0.67,[78],"[78, 0]","[78, None]","[78, 0]","['1.00', '0.33']",['male'],"['male', '']","['male', 'na']","['male', '']","['1.00', '0.33']",['none'],['slight'],"['none', 'none']","['none', 'none']","['0.67', '0.33']",2,2,2,2,1,"['car', 'car']","['car', '']","['car', 'car']","['car', 'car']","['1.00', '0.67']",['dry'],[''],[],"['dry', '']","['0.33', '0.33']",['speeding'],['speeding'],['speeding'],['speeding'],['1.00'],['tunnel'],['highway'],[],"['tunnel', 'highway']","['0.33', '0.33']",Regional Road,Regional Road,Regional Road,Regional Road,1,St Julian's,St Julian's,St Julian's,St Julian's,1
102356,,2025-01-20 00:00:00+00:00,2025-01-20 00:00:00+00:00,2025-01-20 00:00:00+00:00,0.67,2,2,2,2,1,2,2,2,2,1,"[46, None]","[46, 0]","[46, None]","[46, None]","['1.00', '0.67']","['male', 'na']","['male', '']","['male', 'na']","['male', 'na']","['1.00', '0.67']","['none', 'none']","['none', 'none']","['none', 'none']","['none', 'none']","['1.00', '1.00']",2,2,2,2,1,"['truck', 'car']","['truck', 'car']","['truck', 'car']","['truck', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],['speeding'],[],['speeding'],['0.33'],[],['residential_road'],[],['residential_road'],['0.33'],Triq it-Turisti,Triq it-Turisti,Triq it-Turisti,Triq it-Turisti,1,St Paul's Bay,St Paul's Bay,St Paul's Bay,St Paul's Bay,1
113265,,2025-07-05 11:00:00+00:00,2025-07-04 11:00:00+00:00,2025-07-05 11:00:00+00:00,0.33,2,2,2,2,1,2,2,2,2,1,"[46, 23]","[46, 23]","[23, 46]","[46, 23]","['0.67', '0.67']","['male', 'male']","['male', 'male']","['male', 'male']","['male', 'male']","['1.00', '1.00']","['grievous', 'none']","['grievous', 'none']","['none', 'grievous']","['grievous', 'none']","['0.67', '0.67']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['car', 'motorcycle']","['motorcycle', 'car']","['0.67', '0.67']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq il-Kbira,Triq il-Kbira,Triq il-Kbira,Triq il-Kbira,1,Mellieħa,Mellieha,Mellieha,Mellieha,0.67
130030,,2025-07-17 17:00:00+00:00,2025-07-16 17:00:00+00:00,2025-07-17 17:00:00+00:00,0.33,1,1,1,1,1,1,1,1,1,1,[70],[70],[70],[70],['1.00'],['female'],['female'],['female'],['female'],['1.00'],['serious'],['serious'],['serious'],['serious'],['1.00'],1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq L-Imqabba,Triq L-Imqabba,Triq L-Imqabba,Triq L-Imqabba,1,Mqabba,Mqabba,Mqabba,Mqabba,1
139548,,2025-07-10 18:30:00+00:00,2025-07-09 18:30:00+00:00,2025-07-10 18:30:00+00:00,0.33,2,2,2,2,1,2,2,2,2,1,"[45, 40]","[45, 40]","[40, 45]","[45, 40]","['0.67', '0.67']","['male', 'female']","['male', 'female']","['female', 'male']","['male', 'female']","['0.67', '0.67']","['grievous', 'none']","['grievous', 'none']","['none', 'grievous']","['grievous', 'none']","['0.67', '0.67']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['car', 'motorcycle']","['motorcycle', 'car']","['0.67', '0.67']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq Mikiel Anton Vassalli,Triq Mikiel Anton Vassalli,Triq Mikiel Anton Vassalli,Triq Mikiel Anton Vassalli,1,Msida,Msida,Msida,Msida,1
141175,,2025-07-17 13:15:00+00:00,2025-07-16 13:15:00+00:00,2025-07-17 13:15:00+00:00,0.33,2,2,2,2,1,2,2,2,2,1,"[45, 24]","[45, 24]","[45, 24]","[45, 24]","['1.00', '1.00']","['female', 'female']","['female', 'female']","['female', 'female']","['female', 'female']","['1.00', '1.00']","['grievous', 'none']","['grievous', 'none']","['grievous', 'none']","['grievous', 'none']","['1.00', '1.00']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Rue d'Argens,Rue d'Argens,Rue d'Argens,Rue d'Argens,1,Gzira,Gzira,Gzira,Gzira,1
167578,,2023-10-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,0.67,2,2,4,2,0.67,1,2,2,2,0.67,[32],"[32, 0]","[32, None]","[32, 0]","['1.00', '0.33']",['male'],"['male', '']","['male', 'na']","['male', '']","['1.00', '0.33']","['grievous', 'none']","['grievous', 'none']","['grievous', 'none', 'none', 'none']","['grievous', 'none', 'none', 'none']","['1.00', '1.00', '0.33', '0.33']",3,2,2,2,0.67,"['car', 'car', 'car']","['car', 'car']","['car', 'car']","['car', 'car', 'car']","['1.00', '1.00', '0.33']",[],['dry'],[],['dry'],['0.33'],[],['speeding'],[],['speeding'],['0.33'],[],['crosswalk'],['crosswalk'],['crosswalk'],['0.67'],December 13 Road,December 13 Road,December 13 Road,December 13 Road,1,Marsa,Marsa,,Marsa,0.67
190828,,2025-07-07 18:00:00+00:00,2025-07-06 00:00:00+00:00,2025-07-07 18:00:00+00:00,0.33,2,2,2,2,1,2,2,2,2,1,"[30, 34]","[30, 34]","[30, 34]","[30, 34]","['1.00', '1.00']","['male', 'female']","['male', 'female']","['male', 'female']","['male', 'female']","['1.00', '1.00']","['serious', 'none']","['serious', 'none']","['serious', 'none']","['serious', 'none']","['1.00', '1.00']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq iz-Zejfa,Triq iz-Zejfa,Triq iz-Zejfa,Triq iz-Zejfa,1,Mosta,Mosta,Mosta,Mosta,1
220724,,2025-07-14 11:00:00+00:00,2025-07-13 11:00:00+00:00,2025-07-14 11:00:00+00:00,0.33,2,2,2,2,1,2,2,2,2,1,"[35, 30]","[35, 30]","[35, 30]","[35, 30]","['1.00', '1.00']","['male', 'male']","['male', 'male']","['na', 'na']","['male', 'male']","['0.67', '0.67']","['serious', 'none']","['serious', 'none']","['serious', 'none']","['serious', 'none']","['1.00', '1.00']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Melqart Street,Melqart Street,Melqart Street,Melqart Street,1,Marsaxlokk,Marsaxlokk,Marsaxlokk,Marsaxlokk,1
226588,,2025-07-18 22:15:00+00:00,2025-07-17 22:15:00+00:00,2025-07-18 22:15:00+00:00,0.33,2,2,2,2,1,2,2,2,2,1,"[17, 41]","[17, 41]","[17, 41]","[17, 41]","['1.00', '1.00']","['male', 'male']","['male', 'male']","['na', 'na']","['male', 'male']","['0.67', '0.67']","['serious', 'none']","['serious', 'none']","['serious', 'none']","['serious', 'none']","['1.00', '1.00']",2,2,2,2,1,"['scooter', 'car']","['bicycle', 'car']","['bicycle', 'car']","['bicycle', 'car']","['0.67', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Birkirkara Valley Road,Birkirkara Valley Road,Birkirkara Valley Road,Birkirkara Valley Road,1,Birkirkara,Birkirkara,Birkirkara,Birkirkara,1
297729,,2025-07-02 12:30:00+00:00,2025-07-02 12:30:00+00:00,2025-07-02 12:30:00+00:00,0.67,1,1,2,1,0.67,2,1,2,2,0.67,"[22, None]",[22],"[22, None]","[22, None]","['1.00', '0.67']","['male', 'na']",['male'],"['male', 'na']","['male', 'na']","['1.00', '0.67']",['minor'],['slight'],"['none', 'none']","['minor', 'none']","['0.33', '0.33']",2,2,2,2,1,"['motorcycle', 'van']","['motorcycle', 'van']","['motorcycle', 'van']","['motorcycle', 'van']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['tunnel'],['tunnel'],['tunnel'],['0.67'],Ta' Giorni tunnels,Regional Road,Ta' Giorni tunnels,Ta' Giorni tunnels,0.67,Swieqi,Swieqi,,Swieqi,0.67
353518,,2025-07-23 10:30:00+00:00,2025-07-23 10:30:00+00:00,2025-07-23 10:30:00+00:00,0.67,3,3,3,3,1,2,2,2,2,1,"[24, 81]","[81, 24]","[24, 81]","[24, 81]","['0.67', '0.67']","['male', 'male']","['male', 'male']","['male', 'male']","['male', 'male']","['1.00', '1.00']","['dead', 'critical', 'na']","['critical', 'dead', 'grievous']","['slight', 'critical', 'dead']","['dead', 'critical', 'na']","['0.33', '0.67', '0.33']",2,2,2,2,1,"['van', 'car']","['car', 'van']","['van', 'car']","['van', 'car']","['0.67', '0.67']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq il-Mosta,Triq il-Mosta,Triq il-Mosta,Triq il-Mosta,1,Lija,Lija,Lija,Lija,1
353524,2018-05-13 00:00:00+00:00,2018-05-13 00:00:00+00:00,2018-05-13 00:00:00+00:00,2018-05-13 00:00:00+00:00,1,2,2,2,2,1,1,1,1,1,1,[83],[83],[76],[83],['0.67'],['male'],['male'],['male'],['male'],['1.00'],['dead'],"['dead', 'none']","['none', 'dead']","['dead', 'none']","['0.67', '0.33']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['crosswalk'],['crosswalk'],['crosswalk'],['0.67'],Triq Wied Bladun,Triq Wied Bladun,Triq Wied Bladun,Triq Wied Bladun,1,Paola,Paola,Paola,Paola,1
353525,,2025-07-24 04:30:00+00:00,2025-07-24 04:30:00+00:00,2025-07-24 04:30:00+00:00,0.67,2,2,2,2,1,1,1,1,1,1,[40],[40],[40],[40],['1.00'],['male'],['male'],['male'],['male'],['1.00'],"['serious', 'serious']","['serious', 'serious']","['grievous', 'grievous']","['serious', 'serious']","['0.67', '0.67']",1,1,1,1,1,['motorcycle'],['motorcycle'],['motorcycle'],['motorcycle'],['1.00'],[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq San Anard,Triq San Anard,Triq San Anard,Triq San Anard,1,Tarxien,Tarxien,Tarxien,Tarxien,1
353565,,2025-07-24 10:15:00+00:00,2025-07-24 10:15:00+00:00,2025-07-24 10:15:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[65],[65],[65],[65],['1.00'],['male'],['male'],['male'],['male'],['1.00'],['grievous'],['grievous'],['grievous'],['grievous'],['1.00'],1,1,1,1,1,['motorcycle'],['motorcycle'],['motorcycle'],['motorcycle'],['1.00'],[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq is-Salina,Triq is-Salina,Triq is-Salina,Triq is-Salina,1,Naxxar,Naxxar,Naxxar,Naxxar,1
386182,,2025-07-28 19:30:00+00:00,,2025-07-28 19:30:00+00:00,0.33,,1,,1,0.33,,1,,1,0.33,,[58],,[58],['0.33'],,['male'],,['male'],['0.33'],,['dead'],,['dead'],['0.33'],,1,,1,0.33,,['motorcycle'],,['motorcycle'],['0.33'],,['dry'],,['dry'],['0.33'],,[],,[],[],,['residential_road'],,['residential_road'],['0.33'],,Marina Street,,Marina Street,0.33,,Pieta,,Pieta,0.33
386207,,2025-07-26 01:00:00+00:00,2025-07-26 01:00:00+00:00,2025-07-26 01:00:00+00:00,0.67,2,2,2,2,1,2,2,2,2,1,"[27, 22]","[27, 22]","[22, 27]","[27, 22]","['0.67', '0.67']","['male', 'male']","['male', 'male']","['male', 'male']","['male', 'male']","['1.00', '1.00']","['dead', 'none']","['dead', 'none']","['none', 'dead']","['dead', 'none']","['0.67', '0.67']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['car', 'motorcycle']","['motorcycle', 'car']","['0.67', '0.67']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq Sant'Andrija,Triq Sant'Andrija,Triq Sant'Andrija,Triq Sant'Andrija,1,Pembroke,Pembroke,Pembroke,Pembroke,1
386270,,2025-07-27 15:30:00+00:00,2025-07-27 15:30:00+00:00,2025-07-27 15:30:00+00:00,0.67,4,6,7,4,0.33,2,2,2,2,1,"[23, None]","[0, 23]","[23, 77]","[23, None]","['0.67', '0.33']","['female', 'na']",[],"['female', 'male']","['female', 'na']","['0.67', '0.33']","['dead', 'critical', 'grievous', 'grievous']","['dead', 'critical', 'grievous', 'grievous', 'grievous', 'grievous']","['critical', 'dead', 'grievous', 'grievous', 'grievous', 'grievous', 'grievous']","['dead', 'critical', 'grievous', 'grievous', 'grievous', 'grievous', 'grievous']","['0.67', '0.67', '1.00', '1.00', '0.67', '0.67', '0.33']",2,2,2,2,1,"['car', 'car']","['car', 'car']","['car', 'car']","['car', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq Hompesh,Triq Hompesh,Triq Hompesh,Triq Hompesh,1,Fgura,Fgura,Fgura,Fgura,1
386315,,2025-07-28 22:00:00+00:00,2025-07-27 22:00:00+00:00,2025-07-28 22:00:00+00:00,0.33,3,3,3,3,1,2,2,2,2,1,"[23, None]","[0, 23]","[23, 69]","[23, None]","['0.67', '0.33']","['male', 'na']",[],"['male', 'male']","['male', 'na']","['0.67', '0.33']","['dead', 'none', 'injured']","['dead', 'slight', 'slight']","['slight', 'dead', 'critical']","['dead', 'none', 'injured']","['0.67', '0.33', '0.33']",2,2,2,2,1,"['car', 'car']","['car', 'car']","['car', 'car']","['car', 'car']","['1.00', '1.00']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Ta' Liesse,Ta' Liesse,Ta' Liesse,Ta' Liesse,1,Valletta,Valletta,Valletta,Valletta,1
450477,,2025-07-19 12:30:00+00:00,2025-07-19 12:30:00+00:00,2025-07-19 12:30:00+00:00,0.67,1,1,1,1,1,1,0,1,1,0.67,[16],[],[16],[16],['0.67'],['male'],[],['male'],['male'],['0.67'],['critical'],['critical'],['critical'],['critical'],['1.00'],1,0,1,1,0.67,['bicycle'],[],['bicycle'],['bicycle'],['0.67'],[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq il-Buqana,Triq il-Buqana,Triq il-Buqana,Triq il-Buqana,1,Rabat,Rabat,Rabat,Rabat,1
450529,,2025-07-27 11:45:00+00:00,2025-07-27 11:45:00+00:00,2025-07-27 11:45:00+00:00,0.67,2,2,2,2,1,2,2,2,2,1,"[34, 71]","[34, 71]","[71, 34]","[34, 71]","['0.67', '0.67']","['male', 'male']","['male', 'male']","['male', 'na']","['male', 'male']","['1.00', '0.67']","['na', 'none']","['grievous', 'none']","['none', 'slight']","['na', 'none']","['0.33', '0.67']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['car', 'motorcycle']","['motorcycle', 'car']","['0.67', '0.67']",[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],,,,,0,Sliema,Sliema,Sliema,Sliema,1
451726,,2025-07-29 13:45:00+00:00,2025-07-29 13:45:00+00:00,2025-07-29 13:45:00+00:00,0.67,2,1,2,2,0.67,1,1,1,1,1,[None],[0],[None],[None],['0.67'],['na'],[],['na'],['na'],['0.67'],"['dead', 'none']",['dead'],"['none', 'dead']","['dead', 'none']","['0.67', '0.33']",1,1,1,1,1,['bus'],['bus'],['bus'],['bus'],['1.00'],[],['dry'],[],['dry'],['0.33'],[],[],[],[],[],[],['parking'],[],['parking'],['0.33'],Floriana Park and Ride,,,Floriana Park and Ride,0.33,Floriana,Floriana,Floriana,Floriana,1
467110,,2025-07-29 18:00:00+00:00,2025-07-30 18:00:00+00:00,2025-07-29 18:00:00+00:00,0.33,2,1,2,2,0.67,2,2,2,2,1,"[29, 42]","[29, 42]","[29, 42]","[29, 42]","['1.00', '1.00']","['male', 'male']","['male', 'male']","['male', 'male']","['male', 'male']","['1.00', '1.00']","['grievous', 'none']",['grievous'],"['grievous', 'none']","['grievous', 'none']","['1.00', '0.67']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],[],[],[],[],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Triq Dawret Hal Ghaxaq,Triq Dawret Hal Ghaxaq,Triq Dawret Hal Ghaxaq,Triq Dawret Hal Ghaxaq,1,Hal Ghaxaq,Hal Ghaxaq,Hal Ghaxaq,Hal Ghaxaq,1
467167,,2025-07-27 00:00:00+00:00,2025-07-27 22:00:00+00:00,2025-07-27 00:00:00+00:00,0.33,3,3,3,3,1,1,2,2,2,0.67,[23],"[69, 23]","[23, 69]","[23, 23]","['0.67', '0.33']",['male'],"['male', 'male']","['male', 'male']","['male', 'male']","['1.00', '0.67']","['dead', 'critical', 'none']","['critical', 'dead', 'grievous']","['slight', 'dead', 'critical']","['dead', 'dead', 'none']","['0.33', '0.67', '0.33']",2,2,2,2,1,"['car', 'car']","['car', 'car']","['car', 'car']","['car', 'car']","['1.00', '1.00']",[],[],[],[],[],['drunk'],['drunk'],[],['drunk'],['0.67'],[],['residential_road'],[],['residential_road'],['0.33'],Ta' Liesse,Ta' Liesse,Ta' Liesse,Ta' Liesse,1,Valletta,Valletta,Valletta,Valletta,1
489339,,2025-08-04 15:30:00+00:00,,2025-08-04 15:30:00+00:00,0.33,2,1,,2,0.33,2,2,,2,0.67,"[67, 79]","[67, 79]",,"[67, 79]","['0.67', '0.67']","['male', 'female']","['male', 'female']",,"['male', 'female']","['0.67', '0.67']","['slight', 'none']",['grievous'],,"['slight', 'none']","['0.33', '0.33']",2,2,,2,0.67,"['motorcycle', 'car']","['motorcycle', 'car']",,"['motorcycle', 'car']","['0.67', '0.67']",[],[],,[],[],[],[],,[],[],[],['highway'],,['highway'],['0.33'],Triq Aldo Moro,Triq Aldo Moro,,Triq Aldo Moro,0.67,Marsa,Marsa,,Marsa,0.67
489370,,2025-08-04 15:30:00+00:00,,2025-08-04 15:30:00+00:00,0.33,,2,,2,0.33,,4,,4,0.33,,"[67, 79, 28, 36]",,"[67, 79, 28, 36]","['0.33', '0.33', '0.33', '0.33']",,"['male', 'female', 'male', 'female']",,"['male', 'female', 'male', 'female']","['0.33', '0.33', '0.33', '0.33']",,"['grievous', 'grievous']",,"['grievous', 'grievous']","['0.33', '0.33']",,3,,3,0.33,,"['motorcycle', 'car', 'car']",,"['motorcycle', 'car', 'car']","['0.33', '0.33', '0.33']",,[],,[],[],,[],,[],[],,"['highway', 'residential_road']",,"['residential_road', 'highway']","['0.33', '0.33']",,Aldo Moro Street,,Aldo Moro Street,0.33,,Marsa,,Marsa,0.33
489475,,,2025-07-27 15:30:00+00:00,2025-07-27 15:30:00+00:00,0.33,,,7,7,0.33,,,2,2,0.33,,,"[23, 77]","[23, 77]","['0.33', '0.33']",,,"['female', 'male']","['female', 'male']","['0.33', '0.33']",,,"['critical', 'dead', 'grievous', 'grievous', 'grievous', 'grievous', 'grievous']","['critical', 'dead', 'grievous', 'grievous', 'grievous', 'grievous', 'grievous']","['0.33', '0.33', '0.33', '0.33', '0.33', '0.33', '0.33']",,,2,2,0.33,,,"['car', 'car']","['car', 'car']","['0.33', '0.33']",,,[],[],[],,,[],[],[],,,[],[],[],,,Triq Hompesh,Triq Hompesh,0.33,,,Fgura,Fgura,0.33
489728,,2025-08-06 11:30:00+00:00,,2025-08-06 11:30:00+00:00,0.33,,4,,4,0.33,,4,,4,0.33,,"[48, 60, 23, 45]",,"[48, 60, 23, 45]","['0.33', '0.33', '0.33', '0.33']",,"['male', 'male', 'male', 'male']",,"['male', 'male', 'male', 'male']","['0.33', '0.33', '0.33', '0.33']",,"['grievous', 'slight', 'grievous', 'grievous']",,"['grievous', 'slight', 'grievous', 'grievous']","['0.33', '0.33', '0.33', '0.33']",,3,,3,0.33,,"['motorcycle', 'car', 'car']",,"['motorcycle', 'car', 'car']","['0.33', '0.33', '0.33']",,[],,[],[],,[],,[],[],,['residential_road'],,['residential_road'],['0.33'],,Triq is-Salina,,Triq is-Salina,0.33,,Naxxar,,Naxxar,0.33
489733,,2025-08-07 08:00:00+00:00,2025-08-07 08:00:00+00:00,2025-08-07 08:00:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[None],[42],[None],[None],['0.67'],['na'],['male'],['na'],['na'],['0.67'],['slight'],['slight'],[''],['slight'],['0.67'],1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[],[],[],[],[],['drunk'],[],['drunk'],['0.33'],[],['residential_road'],[],['residential_road'],['0.33'],Cannon Road,Cannon Road,Cannon Road,Cannon Road,1,Santa Venera,Santa Venera,Santa Venera,Santa Venera,1
489878,,2025-08-10 05:20:00+00:00,2025-08-10 05:20:00+00:00,2025-08-10 05:20:00+00:00,0.67,2,4,4,4,0.67,1,2,2,2,0.67,[17],"[42, 17]","[42, None]","[42, 17]","['0.67', '0.33']",['male'],"['male', 'male']","['male', 'na']","['male', 'male']","['1.00', '0.33']","['dead', 'none']","['dead', 'grievous', 'slight', 'slight']","['dead', '', '', '']","['dead', 'none', 'slight', 'slight']","['1.00', '0.33', '0.33', '0.33']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],[],[],[],[],[],['drunk'],[],['drunk'],['0.33'],[],['residential_road'],[],['residential_road'],['0.33'],Triq Salvu Psaila,Triq Salvu Psaila,,Triq Salvu Psaila,0.67,Birkirkara,Birkirkara,Birkirkara,Birkirkara,1
489884,,2025-08-10 09:00:00+00:00,2025-08-10 09:00:00+00:00,2025-08-10 09:00:00+00:00,0.67,2,1,2,2,0.67,1,1,1,1,1,[78],[78],[78],[78],['1.00'],['male'],['male'],['male'],['male'],['1.00'],"['grievous', 'none']",['grievous'],"['grievous', '']","['grievous', 'none']","['1.00', '0.33']",1,1,1,1,1,['van'],['van'],['van'],['van'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],['highway'],[],['highway'],['0.33'],Triq Nazzjonali,Triq Nazzjonali,National Road,Triq Nazzjonali,0.67,Floriana,Floriana,Floriana,Floriana,1
489889,,2025-08-10 05:20:00+00:00,2025-08-10 05:20:00+00:00,2025-08-10 05:20:00+00:00,0.67,3,4,4,4,0.67,1,2,2,2,0.67,[17],"[42, 17]","[42, 17]","[42, 17]","['0.67', '0.67']",['male'],"['male', 'male']","['male', 'male']","['male', 'male']","['1.00', '0.67']","['dead', 'grievous', 'none']","['dead', 'grievous', 'slight', 'slight']","['dead', 'grievous', '', '']","['dead', 'grievous', 'none', 'slight']","['1.00', '1.00', '0.33', '0.33']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],[],[],[],[],[],['drunk'],[],['drunk'],['0.33'],[],['residential_road'],[],['residential_road'],['0.33'],Triq Salvu Psaila,Triq Salvu Psaila,Triq Salvu Psaila,Triq Salvu Psaila,1,Sta Venera,Birkirkara,Birkirkara,Birkirkara,0.67
489990,,,2025-08-08 08:00:00+00:00,2025-08-08 08:00:00+00:00,0.33,1,,1,1,0.67,1,,1,1,0.67,[42],,[42],[42],['0.67'],['male'],,['male'],['male'],['0.67'],['slight'],,['slight'],['slight'],['0.67'],1,,1,1,0.67,['car'],,['car'],['car'],['0.67'],[],,[],[],[],[],,[],[],[],[],,[],[],[],Canon Road,,Cannon Road,Canon Road,0.33,Santa Venera,,Santa Venera,Santa Venera,0.67
489993,,2025-08-10 19:00:00+00:00,2025-08-10 19:00:00+00:00,2025-08-10 19:00:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[33],[33],[33],[33],['1.00'],['male'],['male'],['male'],['male'],['1.00'],['grievous'],['grievous'],[''],['grievous'],['0.67'],1,1,1,1,1,['motorcycle'],['motorcycle'],['motorcycle'],['motorcycle'],['1.00'],[],[],[],[],[],[],[],[],[],[],[],['residential_road'],[],['residential_road'],['0.33'],Mosta Road,Mosta Road,Mosta Road,Mosta Road,1,Mgarr,Mgarr,Mġarr,Mgarr,0.67
490008,,,2025-08-07 08:00:00+00:00,2025-08-07 08:00:00+00:00,0.33,1,,1,1,0.67,1,,1,1,0.67,[42],,[42],[42],['0.67'],['male'],,['male'],['male'],['0.67'],['slight'],,['slight'],['slight'],['0.67'],1,,1,1,0.67,['car'],,['car'],['car'],['0.67'],[],,[],[],[],['drunk'],,['drunk'],['drunk'],['0.67'],[],,[],[],[],Cannon Road,,Cannon Road,Cannon Road,0.67,Santa Venera,,Santa Venera,Santa Venera,0.67
